path,page_type,language,title,canonical,robots,indexable,in_sitemap,sitemap_files,hreflang,body_chars,unique_chars,template_share_pct,external_links,internal_links,news_aggregation,has_author,has_published_date,has_modified_date,has_reviewed_date,has_source,has_as_of,is_tool,data_completeness,has_adsense,uses_ga4,uses_naver_analytics,uses_supabase,has_meta_refresh,grade,action_reason
/apt/busan-busanjin/gukjepeuraja/,apt-complex,ko,국제프라자 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/gukjepeuraja/,"noindex,follow",False,False,,,2490,1254,49.6,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 12, ""quarters_charted"": 4, ""area_types"": 4, ""has_chart"": true}",False,True,True,False,False,B,"품질 게이트 미달(거래 12행 · 면적 4유형 · 분기차트 있음) — noindex,follow"
/apt/busan-busanjin/gyeongdong/,apt-complex,ko,경동 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/gyeongdong/,"noindex,follow",False,False,,,2586,1348,47.9,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 15, ""quarters_charted"": 4, ""area_types"": 4, ""has_chart"": true}",False,True,True,False,False,B,"품질 게이트 미달(거래 15행 · 면적 4유형 · 분기차트 있음) — noindex,follow"
/apt/busan-busanjin/hanrabibaldi/,apt-complex,ko,한라비발디 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/hanrabibaldi/,"noindex,follow",False,False,,,2865,1595,44.3,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 19, ""quarters_charted"": 4, ""area_types"": 5, ""has_chart"": true}",False,True,True,False,False,B,"품질 게이트 미달(거래 19행 · 면적 5유형 · 분기차트 있음) — noindex,follow"
/apt/busan-busanjin/hansinsentabyu/,apt-complex,ko,한신센타뷰 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/hansinsentabyu/,"noindex,follow",False,False,,,2050,927,54.8,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 7, ""quarters_charted"": 4, ""area_types"": 2, ""has_chart"": true}",False,True,True,False,False,B,"품질 게이트 미달(거래 7행 · 면적 2유형 · 분기차트 있음) — noindex,follow"
/apt/busan-busanjin/hansintawo/,apt-complex,ko,한신타워 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/hansintawo/,"noindex,follow",False,False,,,3066,1727,43.7,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 17, ""quarters_charted"": 4, ""area_types"": 8, ""has_chart"": true}",False,True,True,False,False,B,"품질 게이트 미달(거래 17행 · 면적 8유형 · 분기차트 있음) — noindex,follow"
/apt/busan-busanjin/hansolpolrariseu/,apt-complex,ko,한솔폴라리스 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/hansolpolrariseu/,"noindex,follow",False,False,,,2824,1535,45.6,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 16, ""quarters_charted"": 4, ""area_types"": 6, ""has_chart"": true}",False,True,True,False,False,B,"품질 게이트 미달(거래 16행 · 면적 6유형 · 분기차트 있음) — noindex,follow"
/apt/busan-busanjin/hanunginteobil/,apt-complex,ko,한웅인터빌 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/hanunginteobil/,"noindex,follow",False,False,,,2651,1345,49.3,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 10, ""quarters_charted"": 4, ""area_types"": 7, ""has_chart"": true}",False,True,True,False,False,B,"품질 게이트 미달(거래 10행 · 면적 7유형 · 분기차트 있음) — noindex,follow"
/apt/busan-busanjin/heobeupaelriseuseomyeon/,apt-complex,ko,허브팰리스서면 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/heobeupaelriseuseomyeon/,"noindex,follow",False,False,,,2180,1109,49.1,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 7, ""quarters_charted"": 0, ""area_types"": 3, ""has_chart"": false}",False,True,True,False,False,B,"품질 게이트 미달(거래 7행 · 면적 3유형 · 분기차트 없음) — noindex,follow"
/apt/busan-busanjin/hwain/,apt-complex,ko,화인 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/hwain/,"noindex,follow",False,False,,,2719,1538,43.4,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 20, ""quarters_charted"": 4, ""area_types"": 4, ""has_chart"": true}",False,True,True,False,False,B,"품질 게이트 미달(거래 20행 · 면적 4유형 · 분기차트 있음) — noindex,follow"
/apt/busan-busanjin/hwasin-2/,apt-complex,ko,화신 실거래가·취득세 계산 | 부산진구 — 톺다,https://topda.kr/apt/busan-busanjin/hwasin-2/,"noindex,follow",False,False,,,1914,886,53.7,0,19,False,False,False,True,False,True,True,False,"{""deal_rows"": 5, ""quarters_charted"": 0, ""area_types"": 1, ""has_chart"": false}",False,True,True,False,False,B,"품질 게이트 미달(거래 5행 · 면적 1유형 · 분기차트 없음) — noindex,follow"
